accepteur,age,credit1M,isFraude,nbTransactions1h,nbTransactions24h,securizedTransaction
AMAZON,25,1100,0,1,1,False
LEBONCOIN,27,2300,0,1,9,False
GOOGLE,38,2300,0,1,1,False
LEBONCOIN,19,600,0,1,2,False
HM,34,2235,0,1,1,False
GOOGLE,23,1600,0,0,1,False
EASYJET,76,800,0,0,1,False
AMAZON,45,3600,0,0,0,False
UBER,73,2900,0,3,7,True
PAYPAL,82,1600,0,1,1,False
HM,23,700,0,0,0,False
LEBONCOIN,20,800,0,0,2,False
EASYJET,83,700,0,0,0,False
GOOGLE,22,2700,0,2,6,True
AIRFRANCE,29,2300,0,1,2,False
ZARA,39,2240,0,1,1,False
ZARA,31,2200,0,0,0,False
LEBONCOIN,51,616,0,0,0,False
AIRFRANCE,19,1300,0,1,6,False
GOOGLE,23,300,0,0,2,False
UBER,25,1500,0,1,7,True
GOOGLE,29,3400,0,1,8,False
AMAZON,32,2223,0,0,0,False
AIRFRANCE,65,1500,0,0,0,False
AMAZON,51,923,0,0,0,False
AMAZON,25,1515,0,0,1,False
AMAZON,44,1100,0,0,0,False
EASYJET,71,1200,0,0,0,True
GOOGLE,29,2700,0,2,5,False
EASYJET,75,800,0,0,0,False
GOOGLE,19,2100,0,1,1,True
AMAZON,49,5800,0,0,0,False
GOOGLE,18,2200,0,0,0,False
EASYJET,79,1600,0,0,1,True
ZARA,50,1599,0,0,1,False
GOOGLE,28,2600,0,2,6,False
ZARA,44,1200,0,0,0,False
AIRFRANCE,53,6000,0,0,1,False
LEBONCOIN,29,1700,0,1,3,False
LEBONCOIN,22,600,0,1,1,False
GOOGLE,44,1173,0,0,0,True
GOOGLE,26,1600,0,0,3,True
LEBONCOIN,19,1100,0,1,1,False
AMAZON,61,6500,0,0,1,False
GOOGLE,85,1300,0,2,2,False
EASYJET,89,1100,0,0,0,False
HM,22,1100,0,0,0,False
ZARA,22,2400,0,1,3,True
GOOGLE,31,1900,0,1,7,False
AMAZON,67,2800,0,0,0,True
LEBONCOIN,45,1020,0,0,1,False
AIRFRANCE,60,1500,0,0,1,False
EASYJET,22,2400,0,0,7,False
AMAZON,38,848,0,0,0,False
AMAZON,40,7200,0,0,0,True
LEBONCOIN,20,300,0,1,1,True
LEBONCOIN,21,2100,0,1,3,False
LEBONCOIN,21,500,0,1,2,False
GOOGLE,27,2800,0,2,4,False
LEBONCOIN,39,1692,0,0,1,False
ZARA,75,2000,0,2,2,False
UBER,29,2000,0,0,8,False
AIRFRANCE,59,4000,0,0,1,False
ZARA,67,3400,0,4,8,False
GOOGLE,18,800,0,1,1,True
ZARA,33,1500,0,1,2,False
LEBONCOIN,42,790,0,0,1,False
EASYJET,70,1700,0,0,1,False
ZARA,45,2300,0,0,3,False
GOOGLE,38,1017,0,0,0,False
AIRFRANCE,70,1200,0,0,0,False
EASYJET,24,1600,0,0,9,False
EASYJET,63,1600,0,0,0,False
LEBONCOIN,50,501,0,0,1,False
LEBONCOIN,22,2100,0,0,0,False
HM,25,2262,0,0,0,True
AIRFRANCE,62,2700,0,0,0,False
LEBONCOIN,23,300,0,0,0,True
LEBONCOIN,50,836,0,0,0,False
GOOGLE,23,2400,0,1,8,False
AMAZON,44,7300,0,0,0,False
AIRFRANCE,84,1300,0,0,1,False
LEBONCOIN,18,800,0,1,2,False
AMAZON,43,2230,0,0,1,False
GOOGLE,19,700,0,0,2,False
AMAZON,27,2723,0,0,0,False
EASYJET,35,1886,0,0,1,False
AIRFRANCE,85,1600,0,0,1,False
AMAZON,40,514,0,0,0,False
ZARA,30,1600,0,0,1,True
LEBONCOIN,49,685,0,0,0,False
LEBONCOIN,41,1142,0,0,0,False
AMAZON,42,1887,0,0,0,False
GOOGLE,18,3700,0,2,6,False
AMAZON,57,3600,0,0,0,False
AIRFRANCE,88,700,0,0,0,False
UBER,50,2602,0,1,1,True
UBER,26,1100,0,1,2,True
GOOGLE,78,2200,1,5,27,False
AIRFRANCE,28,1962,0,1,1,False
HM,23,1000,0,0,1,False
HM,28,2400,0,1,1,False
AMAZON,41,3800,0,0,1,True
LEBONCOIN,19,1900,0,0,7,True
LEBONCOIN,86,800,0,0,4,False
LEBONCOIN,76,3000,0,0,0,True
GOOGLE,22,2400,0,0,1,False
AMAZON,63,4200,0,0,0,True
GOOGLE,71,3500,0,1,8,True
UBER,49,2473,0,1,1,False
AIRFRANCE,81,700,0,0,1,False
EASYJET,67,1300,0,0,0,False
ZARA,27,2000,0,0,3,False
GOOGLE,22,2300,0,0,9,False
UBER,22,1900,0,1,6,False
GOOGLE,21,3900,0,2,7,True
AMAZON,47,592,0,0,1,False
LEBONCOIN,50,1098,0,0,1,True
AMAZON,51,6700,0,0,0,False
AIRFRANCE,87,1500,0,0,0,False
AMAZON,63,2600,0,4,8,False
LEBONCOIN,24,800,0,0,0,False
EASYJET,80,1300,0,0,0,False
EASYJET,23,2200,0,1,2,True
HM,19,700,0,1,2,False
AIRFRANCE,61,1300,0,0,0,False
GOOGLE,26,1600,0,1,5,False
EASYJET,23,1700,0,1,9,False
GOOGLE,29,1700,0,2,5,False
GOOGLE,20,900,0,0,2,False
EASYJET,52,1944,0,0,0,False
ZARA,22,2600,0,0,3,True
GOOGLE,22,1600,0,1,5,False
GOOGLE,24,500,0,0,2,False
ZARA,44,2332,0,0,0,False
ZARA,44,1800,0,1,3,False
PAYPAL,27,1500,0,1,6,True
HM,22,2500,0,1,3,False
LEBONCOIN,24,400,0,0,2,True
GOOGLE,27,2489,0,1,1,False
UBER,34,1830,0,0,1,False
UBER,28,1500,0,1,6,False
EASYJET,64,1100,0,0,0,False
ZARA,47,2400,0,0,0,False
GOOGLE,46,2114,0,0,0,False
UBER,46,2324,0,1,1,False
HM,20,400,0,1,2,False
AMAZON,52,900,0,3,8,True
GOOGLE,20,600,0,0,0,False
AMAZON,68,3500,0,0,1,False
LEBONCOIN,81,2900,0,4,5,False
PAYPAL,31,2129,0,0,0,False
GOOGLE,84,1500,1,4,12,False
LEBONCOIN,24,2000,0,0,2,False
GOOGLE,24,700,0,1,1,True
EASYJET,28,2200,0,0,1,False
GOOGLE,27,1500,0,1,1,False
LEBONCOIN,83,3100,0,2,6,False
AMAZON,68,5200,0,0,1,False
AIRFRANCE,65,1300,0,0,0,False
HM,34,1700,0,0,0,False
AMAZON,51,554,0,0,1,True
ZARA,20,2400,0,0,6,False
UBER,50,2154,0,0,1,False
AIRFRANCE,85,1100,0,0,0,False
HM,44,2700,0,1,1,False
LEBONCOIN,43,662,0,0,0,True
GOOGLE,21,2300,0,2,9,False
GOOGLE,20,700,0,0,2,False
GOOGLE,29,3900,0,1,2,False
UBER,26,1500,0,1,5,False
GOOGLE,21,3300,0,0,0,True
EASYJET,84,1400,0,0,0,False
UBER,83,2100,1,1,1,False
LEBONCOIN,26,1800,0,0,0,False
LEBONCOIN,27,1600,0,1,1,True
GOOGLE,45,2507,0,1,1,False
EASYJET,26,2400,0,0,0,True
GOOGLE,23,1700,0,1,7,True
GOOGLE,27,1810,0,0,1,True
AIRFRANCE,39,1983,0,0,0,True
PAYPAL,22,1900,0,0,3,False
HM,18,700,0,0,0,True
GOOGLE,29,1400,0,2,9,False
GOOGLE,55,2000,0,1,7,False
PAYPAL,33,2800,0,1,1,False
EASYJET,87,1500,0,0,1,False
GOOGLE,25,2500,0,1,9,False
HM,30,2300,0,0,0,False
ZARA,46,1800,0,0,2,False
LEBONCOIN,21,600,0,0,1,True
AIRFRANCE,41,4500,0,0,1,False
HM,43,1300,0,0,0,True
LEBONCOIN,24,900,0,0,0,False
ZARA,88,700,0,3,7,False
AIRFRANCE,88,900,0,0,0,False
AMAZON,66,5500,0,0,1,True
GOOGLE,19,400,0,0,0,False
ZARA,41,1900,0,1,1,True
GOOGLE,25,3100,0,2,7,False
AMAZON,40,5600,0,0,0,True
UBER,24,2300,0,1,5,False
EASYJET,22,2100,0,0,5,False
LEBONCOIN,20,300,0,1,2,False
GOOGLE,27,2100,0,0,7,True
GOOGLE,18,3500,0,0,4,True
GOOGLE,49,2283,0,1,1,False
GOOGLE,49,1100,1,5,26,False
GOOGLE,23,3200,0,0,1,True
LEBONCOIN,31,2347,0,1,1,False
LEBONCOIN,50,2702,0,0,0,False
AIRFRANCE,40,4700,0,0,0,True
LEBONCOIN,24,2200,0,1,5,False
GOOGLE,22,700,0,0,2,True
AMAZON,39,638,0,0,1,False
ZARA,45,2000,0,1,1,True
GOOGLE,18,2200,0,0,2,False
UBER,33,1735,0,0,1,False
AIRFRANCE,71,800,0,0,1,True
HM,19,600,0,0,0,False
GOOGLE,26,3500,0,0,0,False
LEBONCOIN,41,1300,0,1,1,False
LEBONCOIN,18,800,0,0,1,False
EASYJET,25,1500,0,0,5,False
GOOGLE,22,1500,0,0,3,False
AIRFRANCE,84,3100,0,4,6,False
UBER,22,1400,0,0,5,True
GOOGLE,23,700,0,0,1,False
LEBONCOIN,26,2200,0,0,3,False
LEBONCOIN,46,850,0,0,0,True
UBER,36,2259,0,1,1,False
GOOGLE,28,2300,0,0,8,False
AIRFRANCE,53,3400,0,0,1,False
LEBONCOIN,18,1100,0,0,2,True
GOOGLE,39,634,0,0,0,False
LEBONCOIN,74,3400,0,3,3,False
GOOGLE,27,3600,0,0,2,False
EASYJET,74,1200,0,0,1,True
HM,25,2100,0,0,0,False
HM,50,1941,0,0,0,False
AIRFRANCE,64,6700,0,0,1,False
GOOGLE,29,1600,0,0,2,False
UBER,47,2800,0,2,3,True
GOOGLE,44,1777,0,0,1,True
AIRFRANCE,62,1200,0,0,1,True
ZARA,79,1600,0,3,8,True
LEBONCOIN,39,3500,0,0,9,False
GOOGLE,18,3100,0,1,5,False
LEBONCOIN,49,2400,0,1,2,False
GOOGLE,19,3400,0,2,3,False
GOOGLE,22,3600,0,2,4,True
EASYJET,29,1800,0,1,9,False
GOOGLE,22,3300,0,2,7,False
UBER,42,2771,0,0,0,False
AIRFRANCE,66,3400,0,0,0,False
ZARA,41,2400,0,0,2,False
AMAZON,40,5900,0,0,1,False
HM,23,1700,0,0,3,False
ZARA,26,1502,0,0,0,True
AIRFRANCE,67,1500,0,0,0,False
GOOGLE,24,3600,0,2,7,False
LEBONCOIN,24,900,0,1,1,False
GOOGLE,28,1400,0,2,7,False
GOOGLE,18,3700,0,0,9,False
AMAZON,66,7500,0,0,1,False
HM,22,1700,0,0,3,False
LEBONCOIN,43,1700,0,0,1,False
AMAZON,49,600,0,0,0,False
GOOGLE,23,2300,0,0,2,False
GOOGLE,28,2400,0,0,0,False
AIRFRANCE,51,1300,1,4,7,False
LEBONCOIN,21,1400,0,1,1,False
HM,29,2700,0,0,2,False
GOOGLE,24,2100,0,2,7,True
AIRFRANCE,64,1400,0,0,0,False
AMAZON,29,1858,0,0,1,True
GOOGLE,21,1400,0,0,7,False
GOOGLE,45,1096,0,0,0,False
GOOGLE,18,1000,0,0,0,False
UBER,81,3300,0,1,4,True
GOOGLE,23,1000,0,1,1,False
LEBONCOIN,41,673,0,0,0,False
PAYPAL,26,1400,0,1,8,True
LEBONCOIN,29,1400,0,0,7,False
LEBONCOIN,22,1100,0,0,1,False
LEBONCOIN,39,1100,0,0,1,False
EASYJET,79,700,0,0,0,False
LEBONCOIN,24,1000,0,1,1,False
GOOGLE,25,3400,0,1,9,False
EASYJET,76,1600,0,0,0,False
GOOGLE,19,300,0,0,2,False
LEBONCOIN,22,1100,0,0,0,True
AMAZON,63,7700,0,0,1,True
GOOGLE,19,3100,0,2,5,True
LEBONCOIN,22,2100,0,1,2,False
HM,21,1000,0,0,1,True
AMAZON,66,7100,0,0,0,False
AIRFRANCE,42,4700,0,0,0,True
UBER,43,2100,0,3,5,False
AIRFRANCE,83,900,0,0,1,False
AMAZON,66,6000,0,0,1,False
PAYPAL,26,2200,0,1,1,True
GOOGLE,22,2400,0,1,2,True
UBER,41,3400,0,3,3,False
LEBONCOIN,43,692,0,0,0,True
AIRFRANCE,76,3500,0,1,8,False
AMAZON,65,3400,0,0,1,False
LEBONCOIN,20,400,0,0,0,False
LEBONCOIN,23,1800,0,1,6,False
HM,21,400,0,0,1,True
GOOGLE,18,900,0,0,0,False
ZARA,79,3500,0,3,9,True
PAYPAL,36,1903,0,0,0,False
EASYJET,62,700,0,0,0,True
GOOGLE,29,2100,0,1,7,False
EASYJET,87,700,0,0,0,False
AMAZON,40,6900,0,0,1,False
EASYJET,24,1700,0,1,7,False
UBER,25,2541,0,1,1,False
ZARA,39,1500,0,0,1,True
ZARA,45,2100,0,1,3,False
GOOGLE,29,2200,0,0,8,False
ZARA,41,2300,0,0,0,False
GOOGLE,23,2100,0,1,2,False
GOOGLE,49,506,0,0,0,False
GOOGLE,24,900,0,0,0,False
AIRFRANCE,63,4300,0,0,0,False
GOOGLE,39,2000,0,1,2,False
GOOGLE,47,733,0,0,0,True
EASYJET,23,2400,0,0,9,False
HM,48,2103,0,0,1,False
LEBONCOIN,47,584,0,0,0,False
LEBONCOIN,35,2500,0,0,0,False
EASYJET,80,900,0,0,1,True
ZARA,48,1500,0,0,2,False
HM,40,2500,0,1,1,False
AIRFRANCE,79,2500,0,3,4,False
UBER,38,1900,0,0,5,True
GOOGLE,40,506,0,0,1,False
UBER,49,2416,0,1,1,True
GOOGLE,29,2100,0,2,3,False
AMAZON,57,5200,0,0,0,False
LEBONCOIN,78,1900,0,2,2,False
AMAZON,45,4000,0,0,1,True
AMAZON,43,4000,0,0,1,True
GOOGLE,20,3900,0,0,0,False
PAYPAL,27,1800,0,1,3,False
AMAZON,50,694,0,0,1,True
ZARA,38,2300,0,0,3,False
ZARA,39,2200,0,1,2,False
GOOGLE,85,1100,0,3,5,True
LEBONCOIN,21,400,0,0,0,False
AMAZON,43,4800,0,0,0,False
PAYPAL,27,3300,0,2,9,False
GOOGLE,25,3800,0,1,1,False
ZARA,25,2200,0,0,2,False
EASYJET,28,1700,0,1,8,False
HM,46,1200,0,1,3,True
EASYJET,74,1600,0,0,0,True
GOOGLE,38,757,0,0,0,False
AMAZON,66,3700,0,0,0,False
LEBONCOIN,28,1600,0,0,3,True
ZARA,31,2469,0,0,0,False
HM,23,1000,0,1,1,False
GOOGLE,71,2100,1,1,3,False
AIRFRANCE,59,5400,0,0,1,True
AMAZON,55,7100,0,0,1,False
AIRFRANCE,61,1400,0,0,1,False
UBER,26,1700,0,0,8,False
GOOGLE,33,2400,0,1,5,False
AMAZON,44,3100,0,0,1,False
LEBONCOIN,43,912,0,0,1,False
LEBONCOIN,46,844,0,0,0,False
LEBONCOIN,29,2100,0,0,1,False
HM,21,900,0,1,2,False
GOOGLE,20,3200,0,1,3,True
EASYJET,72,1300,0,0,0,False
AIRFRANCE,46,1676,0,0,0,False
LEBONCOIN,40,678,0,0,0,False
AIRFRANCE,56,4100,0,0,1,False
GOOGLE,24,400,0,0,0,True
LEBONCOIN,83,1300,0,2,3,False
AMAZON,85,1400,0,2,3,False
AIRFRANCE,88,1700,0,0,0,False
GOOGLE,23,2200,0,1,4,False
PAYPAL,67,3200,0,0,0,False
ZARA,80,1400,0,0,0,False
HM,23,1400,0,0,0,False
AIRFRANCE,87,700,0,0,1,False
EASYJET,86,1600,0,0,1,False
AIRFRANCE,30,2486,0,0,0,False
AIRFRANCE,53,2600,0,0,0,False
EASYJET,37,1933,0,1,1,False
AMAZON,63,6200,0,0,0,False
AIRFRANCE,36,2188,0,0,0,False
AMAZON,60,2400,0,0,0,False
ZARA,52,1100,0,4,9,False
GOOGLE,24,2800,0,0,6,False
PAYPAL,23,2000,0,0,3,True
LEBONCOIN,50,741,0,0,1,False
GOOGLE,28,3900,0,2,4,False
GOOGLE,29,1600,0,1,3,False
LEBONCOIN,44,573,0,0,0,False
GOOGLE,50,1131,0,0,0,False
UBER,69,2800,0,4,4,False
GOOGLE,38,1023,0,0,0,False
EASYJET,25,2400,0,0,0,True
UBER,52,3200,0,1,8,False
HM,40,1300,0,0,0,False
LEBONCOIN,19,800,0,0,0,True
LEBONCOIN,43,2600,0,0,0,False
HM,42,1600,0,0,3,False
AIRFRANCE,62,5300,0,0,1,False
AIRFRANCE,85,2100,0,2,8,False
LEBONCOIN,22,2400,0,0,0,False
AMAZON,44,862,0,0,0,False
LEBONCOIN,24,2200,0,0,9,False
GOOGLE,39,1115,0,0,0,True
AIRFRANCE,74,900,0,0,1,False
AIRFRANCE,78,1600,0,0,1,False
AIRFRANCE,26,1900,0,1,6,False
GOOGLE,18,400,0,1,1,False
UBER,29,1500,0,1,9,False
LEBONCOIN,19,600,0,0,0,True
EASYJET,89,1200,0,0,0,False
AIRFRANCE,40,5000,0,0,0,False
AIRFRANCE,82,800,0,0,0,False
GOOGLE,48,836,0,0,0,False
ZARA,67,1400,0,0,4,False
ZARA,28,2100,0,0,0,False
ZARA,38,2000,0,1,3,True
UBER,25,1900,0,1,8,True
GOOGLE,28,2900,0,0,8,False
LEBONCOIN,24,600,0,1,1,False
ZARA,49,2100,0,0,0,True
AIRFRANCE,53,6100,0,0,1,True
AMAZON,48,991,0,0,0,False
ZARA,52,2500,0,1,1,False
UBER,22,1700,0,0,0,False
EASYJET,78,1600,0,0,1,False
HM,38,1300,0,0,0,True
HM,23,700,0,1,1,True
GOOGLE,47,860,0,0,0,False
GOOGLE,28,2700,0,0,8,True
PAYPAL,26,2300,0,1,6,True
ZARA,40,2900,1,0,1,False
UBER,34,2579,0,0,1,False
GOOGLE,28,2500,0,2,4,False
LEBONCOIN,34,1700,0,2,9,False
EASYJET,77,700,0,0,0,True
HM,18,900,0,0,2,False
AIRFRANCE,64,1300,0,0,1,False
LEBONCOIN,19,700,0,0,0,False
ZARA,64,2800,0,1,1,False
AIRFRANCE,79,1100,0,0,0,False
LEBONCOIN,48,722,0,0,0,False
LEBONCOIN,50,671,0,0,1,True
GOOGLE,44,659,0,0,1,True
LEBONCOIN,54,1781,0,0,1,False
LEBONCOIN,23,1300,0,0,2,False
AIRFRANCE,62,2800,0,0,1,True
GOOGLE,32,2400,0,1,9,False
GOOGLE,29,1500,0,2,6,False
AMAZON,64,900,0,0,9,False
UBER,81,2900,0,0,0,False
HM,41,1500,0,0,0,True
HM,19,500,0,0,0,False
AMAZON,48,1178,0,0,1,True
AMAZON,62,5600,0,0,1,False
HM,19,300,0,0,2,False
GOOGLE,20,2500,0,0,8,False
AMAZON,48,527,0,0,0,True
LEBONCOIN,18,700,0,0,1,False
GOOGLE,48,692,0,0,1,True
UBER,44,1850,0,0,1,False
HM,46,2200,0,0,0,False
LEBONCOIN,45,1089,0,0,0,True
GOOGLE,54,2000,0,0,0,False
AIRFRANCE,42,3100,0,0,0,False
UBER,61,1500,0,1,1,True
AMAZON,43,3700,0,0,1,False
GOOGLE,20,800,0,0,0,True
AIRFRANCE,51,4100,0,0,0,True
ZARA,40,2122,0,0,0,True
EASYJET,71,1100,0,0,0,False
LEBONCOIN,18,800,0,0,0,False
GOOGLE,51,2125,0,0,0,False
LEBONCOIN,20,800,0,1,1,True
EASYJET,24,1400,0,0,2,True
AIRFRANCE,83,1300,0,0,1,False
AIRFRANCE,58,6600,0,0,0,False
HM,46,2300,0,1,3,False
GOOGLE,52,1700,1,2,8,False
GOOGLE,86,3200,0,0,2,False
AIRFRANCE,71,1600,0,0,1,True
GOOGLE,87,900,0,2,2,False
GOOGLE,23,1700,0,0,7,False
EASYJET,26,1900,0,1,2,False
ZARA,53,3500,0,0,4,True
HM,20,1100,0,0,0,False
HM,19,600,0,1,2,False
LEBONCOIN,20,300,0,1,2,False
UBER,31,2253,0,0,0,False
GOOGLE,27,2000,0,0,2,True
GOOGLE,19,3300,0,2,3,False
GOOGLE,23,600,0,0,2,False
GOOGLE,20,1600,0,0,5,False
UBER,22,1800,0,1,6,False
LEBONCOIN,18,400,0,1,2,True
GOOGLE,68,1700,1,1,4,False
AIRFRANCE,75,1100,0,0,0,False
EASYJET,22,1400,0,0,0,False
ZARA,58,1100,0,0,0,True
GOOGLE,18,3500,0,2,5,False
HM,24,1700,0,0,0,False
LEBONCOIN,24,600,0,0,0,False
LEBONCOIN,41,3400,0,1,2,False
AIRFRANCE,70,1400,0,0,1,False
AIRFRANCE,67,900,0,0,0,True
LEBONCOIN,26,1700,0,0,0,True
EASYJET,22,2400,0,0,6,False
GOOGLE,24,3900,0,0,1,False
GOOGLE,19,2400,0,2,4,False
AIRFRANCE,71,1200,0,0,1,False
GOOGLE,75,2200,1,0,2,False
LEBONCOIN,18,700,0,0,0,False
GOOGLE,24,1400,0,0,7,False
GOOGLE,18,3200,0,2,8,True
AIRFRANCE,60,5900,0,0,1,False
AMAZON,39,605,0,0,1,False
GOOGLE,23,2900,0,1,7,False
LEBONCOIN,23,800,0,1,1,False
GOOGLE,22,2600,0,2,6,False
HM,27,2100,0,0,2,False
GOOGLE,18,2600,0,0,3,False
EASYJET,81,1400,0,0,0,True
LEBONCOIN,20,900,0,1,2,False
GOOGLE,19,2700,0,1,2,False
EASYJET,84,900,0,0,1,False
GOOGLE,19,1100,0,0,0,True
UBER,28,1700,0,0,8,True
GOOGLE,18,1700,0,0,9,False
PAYPAL,76,2800,0,3,9,True
EASYJET,83,1500,0,0,1,True
LEBONCOIN,41,1900,0,0,1,False
AMAZON,75,700,0,0,9,True
PAYPAL,86,1100,0,2,3,False
ZARA,21,1200,0,1,3,False
AIRFRANCE,75,700,0,0,0,False
PAYPAL,22,1900,0,0,1,True
HM,22,700,0,1,2,True
GOOGLE,25,1500,0,0,3,False
LEBONCOIN,24,300,0,0,0,False
AIRFRANCE,84,1600,0,4,8,False
UBER,32,3300,0,0,8,False
PAYPAL,54,3400,0,0,0,False
GOOGLE,23,2200,0,1,3,True
EASYJET,46,2642,0,1,1,False
ZARA,44,2383,0,1,1,False
LEBONCOIN,22,1100,0,1,2,False
GOOGLE,27,3700,0,0,5,False
EASYJET,81,1100,0,0,0,False
AMAZON,51,2600,0,0,1,True
EASYJET,68,700,0,0,1,False
ZARA,37,1300,0,0,3,True
AMAZON,49,5700,0,0,1,False
GOOGLE,45,581,0,0,0,False
LEBONCOIN,21,400,0,0,1,False
HM,23,1000,0,0,0,False
AIRFRANCE,63,4700,0,0,0,False
EASYJET,29,1900,0,1,5,False
LEBONCOIN,49,900,0,0,0,False
GOOGLE,23,2200,0,0,8,False
GOOGLE,25,1500,0,0,0,True
AMAZON,56,4200,0,0,1,False
GOOGLE,22,2200,0,2,9,False
GOOGLE,25,1700,0,1,1,False
AIRFRANCE,65,1000,0,0,0,False
GOOGLE,19,900,0,0,1,False
UBER,70,1700,1,0,4,False
EASYJET,86,1000,0,0,1,False
GOOGLE,24,1500,0,1,9,False
HM,37,2700,0,0,0,False
LEBONCOIN,19,500,0,1,1,False
LEBONCOIN,42,1025,0,0,0,False
HM,23,700,0,0,2,True
GOOGLE,29,2800,0,2,8,False
HM,23,300,0,0,1,False
EASYJET,25,1900,0,1,3,False
UBER,31,2164,0,0,0,False
AIRFRANCE,67,900,0,0,1,False
LEBONCOIN,28,1700,0,0,0,False
EASYJET,72,1700,0,0,1,True
LEBONCOIN,18,1000,0,0,1,True
GOOGLE,21,1000,0,0,0,True
PAYPAL,29,1900,0,1,4,False
PAYPAL,44,2443,0,1,1,True
GOOGLE,24,2300,0,0,0,False
GOOGLE,23,2900,0,0,9,True
EASYJET,85,1100,0,0,0,False
GOOGLE,20,3500,0,0,0,False
GOOGLE,26,3400,0,2,6,False
UBER,71,3300,1,0,1,False
HM,52,1713,0,0,0,False
GOOGLE,25,1700,0,1,9,False
AIRFRANCE,86,800,0,2,2,False
HM,49,1300,0,0,2,False
AIRFRANCE,47,6200,0,0,0,False
GOOGLE,27,2400,0,1,2,False
LEBONCOIN,23,500,0,1,2,False
AIRFRANCE,64,1400,0,0,0,True
GOOGLE,20,3300,0,2,6,False
LEBONCOIN,47,797,0,0,1,True
AIRFRANCE,42,4500,0,0,1,False
LEBONCOIN,41,1400,0,1,3,False
GOOGLE,24,800,0,1,2,False
AMAZON,47,1132,0,0,1,False
EASYJET,63,1000,0,0,1,False
LEBONCOIN,42,1991,0,0,0,False
LEBONCOIN,18,800,0,0,2,True
EASYJET,65,1100,0,0,0,True
LEBONCOIN,40,1900,0,1,1,True
ZARA,30,2200,0,1,1,False
AIRFRANCE,88,1100,0,0,1,False
LEBONCOIN,32,1673,0,0,0,False
GOOGLE,24,2300,0,0,3,False
AIRFRANCE,45,1983,0,0,1,False
EASYJET,69,1200,0,0,0,False
LEBONCOIN,24,900,0,1,1,False
AIRFRANCE,75,1400,0,0,0,False
LEBONCOIN,43,506,0,0,1,False
ZARA,43,1200,0,0,0,False
LEBONCOIN,43,2700,0,0,0,False
AIRFRANCE,58,3800,0,0,0,True
GOOGLE,34,1500,0,2,2,False
EASYJET,80,1100,0,0,0,True
GOOGLE,20,1600,0,1,6,False
AMAZON,47,7000,0,0,0,False
GOOGLE,40,547,0,0,0,True
EASYJET,71,1300,0,0,1,True
GOOGLE,70,3200,1,1,8,False
HM,43,1800,0,1,3,True
HM,22,800,0,1,1,True
GOOGLE,23,1700,0,0,9,False
AIRFRANCE,82,1100,0,0,0,False
HM,48,1700,0,0,0,False
AIRFRANCE,73,700,0,0,0,False
AMAZON,64,7000,0,0,0,False
LEBONCOIN,84,1600,0,1,3,False
AMAZON,48,812,0,0,1,False
ZARA,31,2100,0,0,0,False
LEBONCOIN,37,1600,0,1,6,False
LEBONCOIN,43,1200,0,0,1,False
PAYPAL,26,2400,0,0,6,False
AIRFRANCE,77,800,0,0,1,False
GOOGLE,42,2900,0,1,9,False
HM,45,2300,0,1,3,False
HM,19,600,0,0,2,True
HM,22,400,0,0,1,False
AIRFRANCE,66,6400,0,0,0,False
AIRFRANCE,38,2520,0,1,1,False
HM,22,1000,0,0,2,True
ZARA,35,1300,0,0,3,False
EASYJET,87,1700,0,0,0,False
PAYPAL,24,1900,0,0,2,False
HM,20,700,0,0,0,True
ZARA,27,1700,0,0,1,False
AMAZON,64,4500,0,0,0,False
AIRFRANCE,69,3900,0,0,0,False
AMAZON,44,676,0,0,1,False
HM,49,2000,0,0,1,False
UBER,24,2200,0,1,2,False
EASYJET,70,1000,0,0,0,False
AIRFRANCE,41,3700,0,0,1,False
LEBONCOIN,26,1600,0,0,3,True
LEBONCOIN,41,2488,0,0,0,False
HM,22,1100,0,0,2,True
AMAZON,36,2510,0,0,1,False
HM,47,1617,0,0,1,True
GOOGLE,22,2000,0,1,7,True
GOOGLE,27,2000,0,2,2,False
ZARA,31,2300,0,1,3,False
AMAZON,47,2499,0,0,0,False
EASYJET,23,1800,0,0,7,False
AMAZON,32,2711,0,1,1,False
LEBONCOIN,19,1000,0,0,1,False
EASYJET,37,1615,0,0,0,False
AIRFRANCE,79,700,0,0,0,True
GOOGLE,18,3100,0,1,5,True
ZARA,43,1600,0,1,2,False
GOOGLE,23,700,0,0,0,False
GOOGLE,22,1500,0,1,5,False
AMAZON,51,1116,0,0,1,False
EASYJET,66,700,0,0,1,True
ZARA,49,1400,0,1,1,False
HM,24,600,0,1,1,False
ZARA,57,900,0,4,5,False
EASYJET,38,1583,0,1,1,False
PAYPAL,67,2800,0,1,1,False
GOOGLE,22,3800,0,1,2,False
UBER,52,1888,0,0,1,False
GOOGLE,20,2800,0,0,7,False
GOOGLE,23,1500,0,0,9,True
AMAZON,53,6300,0,0,1,True
HM,49,2300,0,1,1,False
HM,19,300,0,0,0,True
AMAZON,60,3500,1,0,4,False
LEBONCOIN,40,778,0,0,1,True
EASYJET,73,1400,0,0,1,True
GOOGLE,20,2100,0,1,3,False
AIRFRANCE,55,3500,0,0,0,False
LEBONCOIN,49,1700,0,0,2,False
HM,24,700,0,0,0,False
AIRFRANCE,44,5400,0,0,1,True
LEBONCOIN,21,600,0,0,1,False
GOOGLE,23,1400,0,2,9,False
